Date;Open;High;Low;Close;Adj Close;Volume
08/03/1991;604911;609375;580357;580357;466336;322201600
11/03/1991;575893;578125;555804;566964;455574;175369600
12/03/1991;562500;569196;558036;561384;451090;233676800
13/03/1991;560268;593750;560268;591518;475304;174552000
14/03/1991;595982;602679;575893;582589;468129;227068800
15/03/1991;587054;593750;582589;591518;475304;204836800
18/03/1991;587054;609375;587054;604911;486066;214009600
19/03/1991;593750;627232;587054;620536;498621;422195200
20/03/1991;618304;620536;597098;604911;486066;361704000
21/03/1991;609375;613839;569196;578125;464542;296800000
22/03/1991;571429;578125;555804;564732;453781;338128000
25/03/1991;566964;580357;564732;575893;462749;135856000
26/03/1991;578125;627232;578125;625000;502208;333625600
27/03/1991;625000;627232;611607;618304;496827;190220800
28/03/1991;618304;625000;604911;607143;487859;78702400
01/04/1991;607143;620536;602679;611607;491446;117924800
02/04/1991;616071;649554;611607;649554;521938;292924800
03/04/1991;647321;649554;625000;625000;502208;240128000
04/04/1991;625000;642857;620536;638393;512970;168436800
05/04/1991;640625;640625;613839;619420;497724;155411200
08/04/1991;618304;625000;613839;625000;502208;72475200
09/04/1991;622768;625000;609375;613839;493240;119448000
10/04/1991;611607;618304;595982;597098;479788;216406400
11/04/1991;604911;637277;602679;633929;509383;355588800
12/04/1991;638393;654018;622768;640625;514763;367718400
15/04/1991;551339;575893;535714;555804;446607;1700384000
16/04/1991;564732;575893;558036;573661;460955;620782400
17/04/1991;580357;580357;553571;564732;453781;322403200
18/04/1991;560268;562500;542411;544643;437638;247363200
19/04/1991;544643;549107;531250;532366;427773;287302400
22/04/1991;531250;553571;524554;549107;441225;257017600
23/04/1991;555804;562500;537946;549107;441225;237294400
24/04/1991;551339;553571;540179;542411;435845;105448000
25/04/1991;533482;533482;522321;522321;419702;315380800
26/04/1991;522321;526786;515625;523438;420600;125059200
29/04/1991;522321;537946;520089;520089;417908;206707200
30/04/1991;515625;520089;486607;491071;394591;711446400
01/05/1991;428571;437500;419643;421875;338990;1868372800
02/05/1991;426339;444196;424107;437500;351546;811126400
03/05/1991;437500;441964;430804;437500;351546;243712000
06/05/1991;433036;450893;430804;448661;360514;212329600
07/05/1991;455357;457589;450893;452009;363204;270480000
08/05/1991;453125;453125;439732;444196;356926;176780800
09/05/1991;446429;459821;444196;453125;364101;238212800
10/05/1991;459821;475446;453125;457589;367688;241729600
13/05/1991;466518;477679;459821;470982;378449;244944000
14/05/1991;470982;479911;468750;477679;383831;216944000
15/05/1991;459821;464286;437500;450893;362307;518347200
16/05/1991;455357;457589;433036;437500;351546;382132800
17/05/1991;435268;435268;415179;419643;337197;471060800
20/05/1991;421875;424107;392857;395089;318279;262169600
21/05/1991;404018;415179;399554;404018;325472;349798400
22/05/1991;408482;415179;406250;412946;332665;227270400
23/05/1991;415179;417411;399554;402902;324573;208656000
24/05/1991;406250;410714;401786;409598;329967;97126400
28/05/1991;410714;412946;404018;410714;330867;171438400
29/05/1991;412946;426339;409598;419643;338060;384003200
30/05/1991;419643;426339;415179;425223;342555;158345600
31/05/1991;424107;426339;412946;419643;338060;217862400
03/06/1991;419643;441964;417411;439732;354243;220068800
04/06/1991;441964;441964;433036;438616;353344;184284800
05/06/1991;439732;439732;426339;428571;345252;133291200
06/06/1991;430804;430804;415179;416295;335362;168504000
07/06/1991;412946;419643;407366;411830;331766;152745600
10/06/1991;410714;420759;408482;410714;330867;167440000
11/06/1991;401786;406250;395089;398438;320977;188563200
12/06/1991;392857;399554;368304;378348;304793;435635200
13/06/1991;379464;383929;372768;376116;302995;211366400
14/06/1991;381696;381696;363839;367188;295803;225288000
17/06/1991;366071;377232;366071;375000;302096;166600000
18/06/1991;377232;386161;370536;376116;302995;244686400
19/06/1991;372768;377232;368304;372768;300298;178942400
20/06/1991;368304;375000;363839;375000;302096;144043200
21/06/1991;375000;379464;372768;375000;302096;206012800
24/06/1991;372768;377232;368304;372768;300298;207984000
25/06/1991;375000;383929;372768;378348;304793;227920000
26/06/1991;381696;388393;377232;383929;309289;250443200
27/06/1991;379464;381696;372768;379464;305692;151200000
28/06/1991;377232;379464;359375;370536;298499;226643200
01/07/1991;377232;383929;372768;379464;305692;194824000
02/07/1991;377232;381696;372768;377232;303894;120142400
03/07/1991;377232;388393;372768;385045;310188;310374400
05/07/1991;383929;410714;381696;407366;328169;331553600
08/07/1991;404018;421875;401786;417411;336261;307081600
09/07/1991;421875;430804;415179;418527;337161;226441600
10/07/1991;424107;430804;417411;421875;339858;156576000
11/07/1991;419643;421875;410714;417411;336261;145913600
12/07/1991;421875;421875;412946;417411;336261;132753600
15/07/1991;417411;417411;406250;406250;327270;137984000
16/07/1991;406250;408482;388393;390625;314683;222992000
17/07/1991;388393;397321;377232;379464;305692;208936000
18/07/1991;392857;402902;383929;400670;322775;398316800
19/07/1991;404018;412946;401786;410714;330867;128419200
22/07/1991;408482;412946;406250;410714;330867;108673600
23/07/1991;412946;415179;397321;401786;323674;133056000
24/07/1991;404018;408482;397321;401786;323674;131454400
25/07/1991;404018;408482;401786;404018;325472;65800000
26/07/1991;408482;408482;399554;400670;322775;74233600
29/07/1991;404018;406250;397321;406250;327270;53300800
30/07/1991;406250;417411;406250;415179;334463;91862400
31/07/1991;415179;418527;401786;412946;332665;102804800
01/08/1991;410714;439732;408482;438616;353344;448425600
02/08/1991;444196;448661;437500;446429;359638;273011200
05/08/1991;444196;444196;430804;433036;348849;100766400
06/08/1991;435268;448661;426339;441964;356041;220427200
07/08/1991;441964;455357;440848;449777;362335;211612800
08/08/1991;453125;462054;446429;450893;363234;189448000
09/08/1991;450893;455357;444196;453125;365032;154403200
12/08/1991;453125;466518;450893;462054;372225;142531200
13/08/1991;464286;482143;464286;477679;384813;286585600
14/08/1991;488839;491071;481027;489955;394702;200715200
15/08/1991;491071;491071;473214;475446;383014;145544000
16/08/1991;470982;484375;466518;475446;383014;158804800
19/08/1991;441964;460938;433036;450893;364054;322481600
20/08/1991;459821;462054;450893;455357;367659;199427200
21/08/1991;468750;483259;464286;479911;387484;223372800
22/08/1991;482143;488839;479911;484375;391088;165648000
23/08/1991;482143;495536;470982;473214;382076;240419200
26/08/1991;473214;477679;468750;473214;382076;101595200
27/08/1991;473214;482143;470982;482143;389286;100352000
28/08/1991;482143;484375;474330;475446;383878;107587200
29/08/1991;475446;481027;468750;473214;382076;113355200
30/08/1991;473214;475446;466518;473214;382076;66136000
03/09/1991;470982;475446;464286;468750;378472;68376000
04/09/1991;470982;470982;458705;459821;371263;119784000
05/09/1991;459821;462054;453125;455357;367659;77884800
06/09/1991;455357;462054;450893;459821;371263;79273600
09/09/1991;462054;477679;459821;475446;383878;126481600
10/09/1991;470982;476563;444196;447545;361351;182840000
11/09/1991;453125;455357;441964;450893;364054;178001600
12/09/1991;457589;457589;444196;452009;364955;119212800
13/09/1991;446429;448661;433036;434152;350538;166734400
16/09/1991;439732;439732;415179;421875;340625;205777600
17/09/1991;419643;437500;417411;437500;353241;135408000
18/09/1991;435268;450893;433036;447545;361351;121352000
19/09/1991;448661;450893;441964;444196;358647;178337600
20/09/1991;444196;455357;441964;452009;364955;188148800
23/09/1991;446429;453125;439732;441964;356845;87662400
24/09/1991;441964;449777;430804;448661;362252;106097600
25/09/1991;448661;450893;439732;450893;364054;54465600
26/09/1991;448661;448661;437500;446429;360450;71220800
27/09/1991;446429;453125;435268;437500;353241;62809600
30/09/1991;439732;444196;437500;441964;356845;63201600
01/10/1991;439732;457589;437500;453125;365856;131376000
02/10/1991;462054;462054;441964;444196;358647;17987200
03/10/1991;446429;446429;424107;426339;344229;181003200
04/10/1991;428571;435268;424107;430804;347834;79374400
07/10/1991;428571;435268;424107;429688;346933;64702400
08/10/1991;429688;433036;415179;430804;347834;172256000
09/10/1991;430804;435268;426339;428571;346031;132742400
10/10/1991;435268;437500;417411;426339;344229;157214400
11/10/1991;429688;436384;415179;433036;349636;120052800
14/10/1991;437500;448661;435268;445313;359549;111876800
15/10/1991;450893;468750;446429;468750;378472;288209600
16/10/1991;468750;482143;466518;477679;385681;200872000
17/10/1991;473214;475446;459821;467634;377571;151614400
18/10/1991;492188;495536;486607;491071;396494;446958400
21/10/1991;493304;498884;484375;488839;394692;116692800
22/10/1991;495536;502232;486607;486607;392890;208208000
23/10/1991;491071;493304;470982;474330;382978;168828800
24/10/1991;473214;475446;459821;465402;375769;177900800
25/10/1991;462054;466518;453125;457589;369461;106971200
28/10/1991;459821;462054;453125;459821;371263;77862400
29/10/1991;459821;464286;453125;462054;373066;101236800
30/10/1991;464286;470982;441964;444196;358647;148243200
31/10/1991;453125;462054;446429;459821;371263;231806400
01/11/1991;457589;464286;450893;455357;367659;201264000
04/11/1991;453125;453125;433036;444196;358647;195294400
05/11/1991;444196;450893;435268;435268;351439;215600000
06/11/1991;437500;439732;424107;428571;346031;236790400
07/11/1991;433036;450893;430804;444196;358647;296732800
08/11/1991;457589;479911;455357;475446;383878;375827200
11/11/1991;477679;486607;475446;479911;387484;164942400
12/11/1991;484375;488839;479911;486607;392890;166689600
13/11/1991;482143;486607;477679;483259;390187;185920000
14/11/1991;484375;493304;482143;488839;394692;188003200
15/11/1991;486607;488839;444196;446429;360450;256950400
18/11/1991;446429;468750;446429;465402;376673;238739200
19/11/1991;462054;462054;444196;457589;370349;285488000
20/11/1991;457589;464286;448661;450893;364930;168100800
21/11/1991;450893;462054;450893;455357;368543;106814400
22/11/1991;455357;462054;448661;457589;370349;97843200
25/11/1991;455357;466518;455357;457589;370349;78433600
26/11/1991;459821;464286;446429;459821;372156;139272000
27/11/1991;457589;459821;450893;455357;368543;63235200
29/11/1991;450893;459821;450893;453125;366736;34092800
02/12/1991;453125;464286;446429;462054;373963;118899200
03/12/1991;464286;464286;448661;450893;364930;102860800
04/12/1991;453125;453125;446429;450893;364930;80550400
05/12/1991;450893;455357;439732;446429;361317;99198400
06/12/1991;441964;444196;433036;435268;352284;196985600
09/12/1991;437500;446429;435268;438616;354993;97832000
10/12/1991;437500;441964;433036;438616;354993;122617600
11/12/1991;439732;444196;433036;437500;354090;84560000
12/12/1991;440848;444196;437500;440848;356800;91750400
13/12/1991;444196;453125;444196;449777;364027;95121600
16/12/1991;449777;453125;446429;450893;364930;77190400
17/12/1991;450893;455357;448661;450893;364930;97843200
18/12/1991;448661;464286;446429;462054;373963;186603200
19/12/1991;457589;462054;453125;453125;366736;115326400
20/12/1991;457589;459821;448661;448661;363123;128184000
23/12/1991;450893;462054;446429;459821;372156;103163200
24/12/1991;464286;479911;462054;466518;377576;188563200
26/12/1991;470982;491071;466518;489955;396545;134500800
27/12/1991;488839;497768;486607;491071;397448;167742400
30/12/1991;491071;511161;491071;506696;410094;183646400
31/12/1991;512277;517857;500000;503348;407384;134030400
02/01/1992;497768;533482;495536;531250;429967;233632000
03/01/1992;535714;537946;520089;526786;426354;190254400
06/01/1992;524554;526786;515625;517857;419127;114240000
07/01/1992;513393;531250;513393;527902;427257;141467200
08/01/1992;522321;546875;522321;540179;437193;232747200
09/01/1992;540179;555804;537946;555804;449840;208510400
10/01/1992;549107;558036;544643;555804;449840;196224000
13/01/1992;555804;560268;549107;553571;448032;107856000
14/01/1992;555804;578125;555804;575893;466098;273806400
15/01/1992;575893;580357;562500;566964;458872;325740800
16/01/1992;569196;573661;558036;560268;453452;293529600
17/01/1992;604911;616071;578125;578125;467905;848355200
20/01/1992;575893;582589;571429;571429;462486;209664000
21/01/1992;573661;573661;544643;545759;441709;194084800
22/01/1992;549107;569196;546875;566964;458872;183680000
23/01/1992;573661;578125;562500;575893;466098;138353600
24/01/1992;575893;587054;571429;577009;467002;177609600
27/01/1992;578125;582589;573661;575893;466098;83451200
28/01/1992;578125;583705;562500;582589;471518;173723200
29/01/1992;578125;587054;564732;564732;457065;144558400
30/01/1992;566964;569196;560268;569196;460678;87113600
31/01/1992;571429;582589;566964;578125;467905;144558400
03/02/1992;578125;591518;575893;587054;475132;158132800
04/02/1992;587054;591518;580357;587054;475132;192931200
05/02/1992;591518;595982;581473;590402;477841;161504000
06/02/1992;587054;589286;571429;572545;463389;93139200
07/02/1992;573661;578125;560268;571429;462486;147537600
10/02/1992;571429;573661;562500;563616;456162;86441600
11/02/1992;562500;569196;555804;561384;454355;122012800
12/02/1992;569196;584821;562500;582589;471518;137961600
13/02/1992;582589;582589;569196;573661;464292;76014400
14/02/1992;569196;573661;564732;572545;464256;72587200
18/02/1992;573661;575893;560268;560268;454300;68353600
19/02/1992;560268;562500;551339;553571;448870;95670400
20/02/1992;558036;578125;555804;577009;467875;130860800
21/02/1992;578125;584821;575893;580357;470590;151580800
24/02/1992;591518;593750;587054;590402;478735;171404800
25/02/1992;591518;611607;582589;611607;495929;227214400
26/02/1992;609375;625000;609375;623884;505884;229084800
27/02/1992;625000;625000;607143;611607;495929;122169600
28/02/1992;611607;616071;598214;602679;488690;90395200
02/03/1992;604911;611607;600446;600446;486879;89252800
03/03/1992;604911;607143;591518;592634;480545;99276800
04/03/1992;591518;595982;578125;580357;470590;115371200
05/03/1992;575893;584821;562500;566964;459730;236723200
06/03/1992;566964;571429;562500;571429;463351;134288000
09/03/1992;569196;573661;566964;569196;461540;108942400
10/03/1992;571429;578125;569196;569196;461540;122696000
11/03/1992;569196;573661;562500;564732;457920;131656000
12/03/1992;564732;569196;549107;560268;454300;152902400
13/03/1992;564732;569196;553571;563616;457015;79184000
16/03/1992;560268;566964;551339;565848;458825;56291200
17/03/1992;566964;569196;560268;561384;455205;85097600
18/03/1992;564732;571429;562500;569196;461540;81032000
19/03/1992;569196;569196;560268;562500;456110;118518400
20/03/1992;562500;564732;562500;564732;457920;54163200
23/03/1992;562500;569196;562500;562500;456110;50075200
24/03/1992;566964;580357;564732;580357;470590;209417600
25/03/1992;580357;580357;573661;575893;466970;121553600
26/03/1992;578125;582589;569196;571429;463351;123020800
27/03/1992;570313;571429;540179;544643;441631;264532800
30/03/1992;546875;546875;515625;518973;420816;339035200
31/03/1992;520089;533482;517857;520089;421721;212632000
01/04/1992;511161;529018;511161;526786;427151;159656000
02/04/1992;526786;531250;521205;524554;425341;133974400
03/04/1992;524554;529018;522321;526786;427151;116457600
06/04/1992;526786;544643;526786;542411;439821;101987200
07/04/1992;544643;546875;511161;511161;414481;230216000
08/04/1992;508929;508929;488839;498884;404527;367024000
09/04/1992;500000;520089;493304;511161;414481;192136000
10/04/1992;511161;513393;491071;495536;401812;274064000
13/04/1992;495536;506696;493304;504464;409051;122830400
14/04/1992;515625;529018;511161;524554;425341;144401600
15/04/1992;517857;543527;513393;540179;438011;217358400
16/04/1992;537946;542411;522321;526786;427151;258686400
20/04/1992;526786;526786;500000;506696;410861;206046400
21/04/1992;508929;511161;500000;502232;407241;180364800
22/04/1992;502232;517857;502232;514509;417196;171528000
23/04/1992;513393;520089;500000;508929;412671;182817600
24/04/1992;508929;520089;500000;504464;409051;98280000
27/04/1992;500000;502232;491071;497768;403622;140268800
28/04/1992;493304;497768;473214;484375;392762;174126400
29/04/1992;484375;508929;484375;508929;412671;198900800
30/04/1992;511161;537946;504464;536830;435295;260265600
01/05/1992;535714;542411;520089;529018;428961;134377600
04/05/1992;531250;546875;529018;540179;438011;123233600
05/05/1992;540179;541295;531250;540179;438011;180084800
06/05/1992;542411;554688;540179;551339;447060;177990400
07/05/1992;549107;555804;540179;542411;439821;172356800
08/05/1992;549107;561384;544643;553571;448870;198699200
11/05/1992;553571;560268;549107;555804;450681;90899200
12/05/1992;555804;562500;551339;555804;450681;77044800
13/05/1992;558036;564732;555804;560268;454300;97473600
14/05/1992;560268;562500;537946;547991;444345;156923200
15/05/1992;544643;546875;540179;541295;438916;121307200
18/05/1992;549107;549107;535714;539063;437106;129091200
19/05/1992;542411;542411;526786;530134;429866;131678400
20/05/1992;533482;537946;529018;535714;434390;173208000
21/05/1992;537946;537946;524554;527902;428056;137692800
22/05/1992;526786;533482;526786;531250;430771;46468800
26/05/1992;531250;533482;524554;529018;428961;95614400
27/05/1992;529018;537946;526786;537946;436200;154089600
28/05/1992;535714;537946;526786;531250;430771;127243200
29/05/1992;533482;541295;531250;533482;432581;178248000
01/06/1992;511161;531250;500000;513393;417129;248046400
02/06/1992;513393;513393;502232;504464;409874;155680000
03/06/1992;504464;504464;482143;483259;392645;300574400
04/06/1992;484375;488839;477679;486607;395365;180152000
05/06/1992;488839;493304;484375;489955;398085;112728000
08/06/1992;491071;491071;482143;484375;393552;104339200
09/06/1992;484375;484375;477679;482143;391738;101281600
10/06/1992;482143;488839;477679;479911;389925;126604800
11/06/1992;479911;484375;477679;481027;390831;140515200
12/06/1992;486607;491071;484375;487723;396272;96510400
15/06/1992;482143;482143;468750;469866;381763;189190400
16/06/1992;462054;464286;435268;439732;357280;365355200
17/06/1992;437500;439732;419643;424107;344584;304248000
18/06/1992;424107;437500;399554;404018;328262;433720000
19/06/1992;410714;410714;390625;399554;324635;427436800
22/06/1992;392857;399554;381696;395089;321007;389939200
23/06/1992;401786;406250;397321;404018;328262;311550400
24/06/1992;406250;410714;404018;410714;333703;211064000
25/06/1992;415179;415179;404018;407366;330982;160608000
26/06/1992;408482;410714;397321;404018;328262;110364800
29/06/1992;408482;420759;404018;417411;339144;188428800
30/06/1992;417411;430804;415179;428571;348211;193345600
01/07/1992;428571;441964;426339;437500;355466;143528000
02/07/1992;437500;437500;408482;412946;335516;256648000
06/07/1992;415179;417411;406250;412946;335516;122001600
07/07/1992;412946;412946;388393;395089;321007;207088000
08/07/1992;392857;408482;392857;408482;331889;195955200
09/07/1992;410714;415179;408482;409598;332796;165793600
10/07/1992;410714;412946;400670;408482;331889;143796800
13/07/1992;408482;420759;404018;419643;340957;125563200
14/07/1992;419643;428571;419643;424107;344584;125988800
15/07/1992;424107;437500;421875;428571;348211;174462400
16/07/1992;426339;437500;421875;435268;353653;139798400
17/07/1992;401786;410714;398438;401786;326449;423640000
20/07/1992;399554;404018;392857;399554;324635;192124800
21/07/1992;406250;412946;401786;408482;331889;131947200
22/07/1992;404018;406250;392857;395089;321007;161974400
23/07/1992;397321;399554;390625;399554;324635;171516800
24/07/1992;397321;412946;392857;409598;332796;134971200
27/07/1992;408482;415179;404018;404018;328262;2396800
28/07/1992;406250;415179;404018;415179;337330;134243200
29/07/1992;416295;426339;415179;421875;342771;250768000
30/07/1992;421875;424107;417411;421875;342771;137894400
31/07/1992;421875;424107;417411;417411;339144;90708800
03/08/1992;417411;421875;406250;408482;331889;68544000
04/08/1992;401786;408482;399554;406250;330076;119716800
05/08/1992;406250;406250;397321;399554;324635;139260800
06/08/1992;395089;397321;381696;392857;319194;257969600
07/08/1992;375000;390625;370536;387277;314660;219161600
10/08/1992;386161;397321;383929;393973;320101;91448000
11/08/1992;397321;397321;383929;388393;315567;121307200
12/08/1992;390625;395089;386161;393973;320101;121385600
13/08/1992;397321;406250;395089;399554;324635;170990400
14/08/1992;401786;404018;397321;399554;324635;136102400
17/08/1992;395089;399554;390625;399554;325508;128710400
18/08/1992;397321;404018;397321;399554;325508;112313600
19/08/1992;398438;404018;397321;397321;323688;170542400
20/08/1992;399554;401786;395089;399554;325508;108908800
21/08/1992;399554;404018;392857;398438;324599;109468800
24/08/1992;395089;399554;386161;386161;314597;152174400
25/08/1992;386161;397321;386161;396205;322779;132361600
26/08/1992;395089;397321;386161;395089;321870;121060800
27/08/1992;399554;402902;395089;397321;323688;82745600
28/08/1992;395089;404018;392857;401786;327326;61241600
31/08/1992;401786;412946;399554;410714;334599;121116800
01/09/1992;412946;415179;408482;415179;338237;60289600
02/09/1992;415179;435268;415179;433036;352785;189896000
03/09/1992;437500;439732;426339;426339;347329;211859200
04/09/1992;430804;430804;417411;421875;343692;63235200
08/09/1992;417411;428571;415179;426339;347329;70000000
09/09/1992;428571;439732;426339;437500;356422;157203200
10/09/1992;428571;441964;424107;439732;358240;228177600
11/09/1992;437500;439732;424107;425223;346420;179883200
14/09/1992;437500;446429;433036;441964;360058;214681600
15/09/1992;439732;439732;426339;430804;350966;218523200
16/09/1992;426339;430804;415179;419643;341874;178718400
17/09/1992;421875;421875;405134;410714;334599;172435200
18/09/1992;408482;418527;404018;415179;338237;115606400
21/09/1992;417411;426339;412946;415179;338237;89678400
22/09/1992;417411;417411;404018;408482;332781;111540800
23/09/1992;410714;424107;406250;424107;345510;123972800
24/09/1992;421875;426339;412946;412946;336418;125652800
25/09/1992;412946;415179;404018;406250;330963;137468800
28/09/1992;401786;401786;390625;399554;325508;149520000
29/09/1992;397321;406250;392857;400670;326417;157270400
30/09/1992;401786;406250;397321;402902;328235;100049600
01/10/1992;399554;402902;395089;395089;321870;122729600
02/10/1992;397321;399554;383929;390625;318233;113545600
05/10/1992;386161;390625;370536;388393;316415;264958400
06/10/1992;390625;401786;381696;399554;325508;113444800
07/10/1992;401786;404018;388393;390625;318233;113310400
08/10/1992;392857;395089;383929;388393;316415;126974400
09/10/1992;388393;392857;383929;387277;315506;58744000
12/10/1992;386161;395089;386161;392857;320052;71635200
13/10/1992;399554;410714;392857;405134;330053;147179200
14/10/1992;404018;412946;401786;410714;334599;95726400
15/10/1992;408482;410714;404018;406250;330963;75420800
16/10/1992;417411;441964;415179;437500;356422;451348800
19/10/1992;437500;439732;433036;437500;356422;196044800
20/10/1992;437500;446429;433036;438616;357331;287246400
21/10/1992;439732;441964;428571;433036;352785;114251200
22/10/1992;433036;439732;430804;435268;354603;84470400
23/10/1992;439732;441964;430804;435268;354603;91425600
26/10/1992;435268;459821;433036;459821;374606;250689600
27/10/1992;459821;468750;455357;459821;374606;211960000
28/10/1992;457589;470982;453125;466518;380062;196593600
29/10/1992;466518;482143;459821;475446;387335;213897600
30/10/1992;477679;477679;464286;468750;381880;129830400
02/11/1992;468750;470982;462054;466518;380062;170094400
03/11/1992;468750;468750;459821;464286;378243;112750400
04/11/1992;464286;470982;464286;468750;381880;141960000
05/11/1992;468750;491071;468750;491071;400064;298054400
06/11/1992;488839;504464;488839;497768;405520;263972800
09/11/1992;500000;500000;488839;493304;401884;112929600
10/11/1992;491071;504464;488839;502232;409157;122225600
11/11/1992;504464;520089;502232;506696;412794;140425600
12/11/1992;508929;513393;503348;507813;413704;107598400
13/11/1992;508929;511161;500000;502232;409157;84750400
16/11/1992;502232;515625;500000;512277;417340;67547200
17/11/1992;511161;513393;489955;493304;401884;168806400
18/11/1992;500000;520089;495536;515625;420068;304808000
19/11/1992;515625;531250;515625;520089;423705;240542400
20/11/1992;522321;524554;508929;513393;418250;155489600
23/11/1992;504464;508929;502232;506696;412794;152723200
24/11/1992;508929;513393;504464;513393;418250;156822400
25/11/1992;508929;511161;500000;504464;410975;117342400
27/11/1992;504464;511161;502232;504464;410975;47196800
30/11/1992;502232;513393;496652;513393;419140;160507200
01/12/1992;511161;526786;506696;520089;424606;130144000
02/12/1992;520089;522321;508929;511161;417317;97776000
03/12/1992;504464;514509;501116;513393;419140;187588800
04/12/1992;511161;513393;504464;507813;414584;95782400
07/12/1992;506696;515625;506696;515625;420962;144222400
08/12/1992;515625;524554;515625;518973;423695;196638400
09/12/1992;515625;517857;511161;514509;420051;159409600
10/12/1992;511161;514509;504464;511161;417317;140190400
11/12/1992;511161;520089;511161;513393;419140;120187200
14/12/1992;513393;515625;506696;511161;417317;110510400
15/12/1992;506696;508929;495536;503348;410939;182537600
16/12/1992;502232;508929;486607;491071;400916;225926400
17/12/1992;493304;513393;493304;507813;414584;233867200
18/12/1992;513393;529018;511161;520089;424606;235457600
21/12/1992;520089;535714;517857;532366;434629;256065600
22/12/1992;533482;546875;533482;541295;441919;280168000
23/12/1992;537946;540179;529018;533482;435540;112336000
24/12/1992;535714;535714;526786;526786;430074;45964800
28/12/1992;529018;533482;529018;531250;433718;70448000
29/12/1992;531250;542411;531250;532366;434629;116278400
30/12/1992;533482;533482;524554;524554;428252;100587200
31/12/1992;524554;535714;524554;533482;435540;92232000
04/01/1993;531250;535714;515625;520089;424606;129136000
05/01/1993;517857;529018;511161;529018;431896;186256000
06/01/1993;542411;553571;540179;551339;450119;281400000
07/01/1993;551339;558036;541295;544643;444652;272137600
08/01/1993;542411;562500;533482;555804;453765;320936000
11/01/1993;553571;574777;551339;572545;467432;273728000
12/01/1993;560268;569196;549107;549107;448297;346158400
13/01/1993;549107;571429;546875;566964;462875;199640000
14/01/1993;571429;582589;569196;580357;473810;367808000
15/01/1993;544643;555804;535714;537946;439185;902630400
18/01/1993;531250;535714;517857;531250;433718;333636800
19/01/1993;533482;540179;529018;533482;435540;274041600
20/01/1993;533482;537946;531250;535714;437363;158737600
21/01/1993;533482;537946;524554;535714;437363;184419200
22/01/1993;537946;537946;526786;531250;433718;146944000
25/01/1993;529018;540179;529018;535714;437363;202272000
26/01/1993;540179;553571;540179;542411;442830;285622400
27/01/1993;544643;551339;524554;537946;439185;226620800
28/01/1993;535714;537946;529018;534598;436452;184038400
29/01/1993;537946;546875;526786;531250;433718;266100800
01/02/1993;529018;546875;529018;546875;446475;240553600
02/02/1993;542411;549107;537946;537946;439185;182336000
03/02/1993;544643;544643;522321;535714;437363;264185600
04/02/1993;535714;537946;526786;531250;433718;208152000
05/02/1993;529018;531250;502232;511161;417317;367617600
08/02/1993;508929;513393;495536;504464;411850;281075200
09/02/1993;508929;512277;504464;507813;414584;238660800
10/02/1993;508929;511161;491071;497768;406383;268284800
11/02/1993;497768;502232;491071;492188;401828;168268800
12/02/1993;491071;495536;479911;481027;393572;275396800
16/02/1993;477679;477679;459821;473214;387180;407736000
17/02/1993;475446;482143;464286;481027;393572;249580800
18/02/1993;491071;493304;477679;491071;401790;280123200
19/02/1993;493304;495536;488839;491071;401790;177800000
22/02/1993;491071;500000;488839;492188;402704;98761600
23/02/1993;491071;493304;482143;484375;396311;194073600
24/02/1993;465402;481027;465402;478795;391746;286563200
25/02/1993;475446;488839;475446;488839;399964;167227200
26/02/1993;484375;484375;466518;473214;387180;294884800
01/03/1993;473214;477679;470982;475446;389006;119302400
02/03/1993;473214;486607;473214;484375;396311;147694400
03/03/1993;482143;491071;475446;487723;399051;202697600
04/03/1993;486607;493304;477679;491071;401790;188339200
05/03/1993;488839;497768;488839;491071;401790;111619200
08/03/1993;491071;506696;491071;504464;412748;177004800
09/03/1993;504464;513393;504464;506696;414574;154828800
10/03/1993;506696;511161;500000;506696;414574;132496000
11/03/1993;508929;511161;502232;507813;415488;144614400
12/03/1993;506696;506696;495536;502232;410922;126694400
15/03/1993;500000;511161;494420;508929;416401;136035200
16/03/1993;511161;515625;504464;504464;412748;101281600
17/03/1993;504464;508929;491071;492188;402704;176220800
18/03/1993;491071;496652;486607;486607;398138;106187200
19/03/1993;491071;493304;477679;479911;392659;154100800
22/03/1993;477679;481027;470982;475446;389006;165200000
23/03/1993;475446;482143;469866;470982;385353;102536000
24/03/1993;470982;484375;468750;479911;392659;143068800
25/03/1993;479911;488839;477679;488839;399964;171046400
26/03/1993;488839;488839;468750;475446;389006;151760000
29/03/1993;466518;468750;453125;455357;372569;261710400
30/03/1993;456473;466518;448661;466518;381701;264051200
31/03/1993;468750;470982;457589;459821;376221;223036800
01/04/1993;457589;464286;455357;462054;378049;108203200
02/04/1993;450893;457589;441964;447545;366177;253792000
05/04/1993;446429;450893;441964;446429;365264;149172800
06/04/1993;446429;448661;435268;435268;356132;168369600
07/04/1993;437500;453125;433036;450893;368917;162848000
08/04/1993;446429;450893;437500;444196;363437;163430400
12/04/1993;441964;455357;441964;446429;365264;93049600
13/04/1993;450893;457589;430804;433036;354306;164483200
14/04/1993;430804;435268;425223;435268;356132;170060800
15/04/1993;430804;430804;417411;421875;345174;218702400
16/04/1993;430804;435268;422991;429688;351567;686795200
19/04/1993;433036;441964;430804;433036;354306;227864000
20/04/1993;435268;448661;430804;446429;365264;240049600
21/04/1993;448661;453125;439732;443080;362524;205273600
